priority,priority_reasons,missing_fields,source_type,file_ext,doc_id,sha256,file_name,title,source_url,attachment_url,column,publisher,publish_date,doc_no,business_domain,regulatory_topic,source_site,version_status,effective_date,expiry_date,supersedes_doc_id,superseded_by_doc_id,version_group
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_128,,128_2023年银行业总资产、总负债（季度）_银行业金融机构资产负债情况表(季度).xlsx,银行业金融机构资产负债情况表(季度),,,监管统计数据,,,,监管统计,总资产,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_129,,129_2023年商业银行主要监管指标情况表（季度）_商业银行主要监管指标情况表(季度)（2023年）.xlsx,商业银行主要监管指标情况表(季度)（2023年）,,,监管统计数据,国家金融监督管理总局,,,监管统计,商业银行主要监管指标,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_130,,130_2023年商业银行主要指标分机构类情况表（季度）_商业银行主要指标分机构类情况表(季度)(2023年).xlsx,商业银行主要指标分机构类情况表(季度)(2023年),,,监管统计数据,国家金融监督管理总局,,,监管统计,商业银行主要指标分机构类,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_131,,131_2023年银行业金融机构普惠型小微企业贷款情况（季度）_银行业金融机构普惠型小微企业贷款情况表(季度).xlsx,银行业金融机构普惠型小微企业贷款情况表(季度),,,监管统计数据,国家金融监督管理总局,,,监管统计,普惠型小微企业贷款,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_132,,132_2023年银行业金融机构保障性安居工程贷款情况表(季度)_银行业金融机构保障性安居工程贷款情况表(季度).xlsx,银行业金融机构保障性安居工程贷款情况表(季度),,,,,,,其他,,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_133,,133_2023年保险业偿付能力状况表(季度)_2023年保险业偿付能力状况表.xls,2023年保险业偿付能力状况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,偿付能力状况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_134,,134_2023年4季度保险业资金运用情况表_2023年四季度保险业资金运用情况表.xlsx,2023年四季度保险业资金运用情况表,,,监管统计数据,国家金融监督管理总局,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_135,,135_2023年银行业总资产、总负债（月度）_2023年银行业总资产、总负债（月度）.xls,2023年银行业总资产、总负债（月度）,,,监管统计数据,国家金融监督管理总局,,,监管统计,银行业总资产,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_136,,136_2023年12月全国各地区原保险保费收入情况表_2023年12月全国各地区原保险保费收入情况表.xlsx,2023年12月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_137,,137_2023年12月人身险公司经营情况表_2023年12月人身险公司经营情况表.xlsx,2023年12月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_138,,138_2023年12月财产保险公司经营情况表_2023年12月财产保险公司经营情况表.xlsx,2023年12月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_139,,139_2023年12月保险业经营情况表_2023年12月保险业经营情况表.xlsx,2023年12月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_140,,140_2023年11月全国各地区原保险保费收入情况表_2023年11月全国各地区原保险保费收入情况表.xls,2023年11月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_141,,141_2023年11月人身险公司经营情况表_2023年11月人身险公司经营情况表.xls,2023年11月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_142,,142_2023年11月财产保险公司经营情况表_2023年11月财产保险公司经营情况表.xls,2023年11月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_143,,143_2023年11月保险业经营情况表_2023年11月保险业经营情况表.xls,2023年11月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_144,,144_2023年10月全国各地区原保险保费收入情况表_2023年10月全国各地区原保险保费收入情况表.xlsx,2023年10月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_145,,145_2023年10月人身险公司经营情况表_2023年10月人身险公司经营情况表.xlsx,2023年10月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_146,,146_2023年10月财产保险公司经营情况表_2023年10月财产保险公司经营情况表.xlsx,2023年10月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_147,,147_2023年10月保险业经营情况表_2023年10月保险业经营情况表.xls,2023年10月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_148,,148_2023年3季度保险业资金运用情况表_2023年三季度保险业资金运用情况表.xlsx,2023年三季度保险业资金运用情况表,,,监管统计数据,国家金融监督管理总局,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_149,,149_2023年9月全国各地区原保险保费收入情况表_2023年09月全国各地区原保险保费收入情况表.xlsx,2023年09月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_150,,150_2023年9月人身险公司经营情况表_2023年09月人身险公司经营情况表.xlsx,2023年09月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_151,,151_2023年9月财产保险公司经营情况表_2023年09月财产保险公司经营情况表.xlsx,2023年09月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_152,,152_2023年9月保险业经营情况表_2023年09月保险业经营情况表.xlsx,2023年09月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_153,,153_2023年8月全国各地区原保险保费收入情况表_2023年08月全国各地区原保险保费收入情况表.xlsx,2023年08月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_154,,154_2023年8月人身险公司经营情况表_2023年08月人身险公司经营情况表.xlsx,2023年08月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_155,,155_2023年8月财产保险公司经营情况表_2023年08月财产保险公司经营情况表.xlsx,2023年08月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_156,,156_2023年8月保险业经营情况表_2023年08月保险业经营情况表.xlsx,2023年08月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_157,,157_2023年7月全国各地区原保险保费收入情况表_2023年07月全国各地区原保险保费收入情况表.xls,2023年07月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_158,,158_2023年7月人身险公司经营情况表_2023年07月人身险公司经营情况表.xls,2023年07月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_159,,159_2023年7月财产保险公司经营情况表_2023年07月财产保险公司经营情况表.xls,2023年07月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_160,,160_2023年7月保险业经营情况表_2023年07月保险业经营情况表.xls,2023年07月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_161,,161_2023年2季度保险业资金运用情况表_2023年二季度保险业资金运用情况表.xlsx,2023年二季度保险业资金运用情况表,,,监管统计数据,国家金融监督管理总局,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_162,,162_2023年6月全国各地区原保险保费收入情况表_2023年06月全国各地区原保险保费收入情况表.xlsx,2023年06月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_163,,163_2023年6月人身险公司经营情况表_2023年06月人身险公司经营情况表.xlsx,2023年06月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_164,,164_2023年6月财产保险公司经营情况表_2023年06月财产保险公司经营情况表.xlsx,2023年06月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_165,,165_2023年6月保险业经营情况表_2023年06月保险业经营情况表.xlsx,2023年06月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_166,,166_2023年5月全国各地区原保险保费收入情况表_2023年05月全国各地区原保险保费收入情况表.xls,2023年05月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_167,,167_2023年5月人身险公司经营情况表_2023年05月人身险公司经营情况表.xls,2023年05月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_168,,168_2023年5月财产保险公司经营情况表_2023年05月财产保险公司经营情况表.xls,2023年05月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_169,,169_2023年5月保险业经营情况表_2023年05月保险业经营情况表.xls,2023年05月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_170,,170_2023年4月全国各地区原保险保费收入情况表_2023年04月全国各地区原保险保费收入情况表.xlsx,2023年04月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_171,,171_2023年4月人身险公司经营情况表_2023年04月人身险公司经营情况表.xlsx,2023年04月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_172,,172_2023年4月财产保险公司经营情况表_2023年04月财产保险公司经营情况表.xlsx,2023年04月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_173,,173_2023年4月保险业经营情况表_2023年04月保险业经营情况表.xlsx,2023年04月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_174,,174_2023年1季度保险业资金运用情况表_2023年一季度保险业资金运用情况表.xlsx,2023年一季度保险业资金运用情况表,,,监管统计数据,国家金融监督管理总局,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_175,,175_2022年保险业偿付能力状况表(季度)_2022年保险业偿付能力状况表.xls,2022年保险业偿付能力状况表,,,监管统计数据,中国银行保险监督管理委员会,,,监管统计,偿付能力状况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_176,,176_2023年3月全国各地区原保险保费收入情况表_2023年03月全国各地区原保险保费收入情况表.xlsx,2023年03月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_177,,177_2023年3月人身险公司经营情况表_2023年03月人身险公司经营情况表.xlsx,2023年03月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_178,,178_2023年3月财产保险公司经营情况表_2023年03月财产保险公司经营情况表.xlsx,2023年03月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_179,,179_2023年3月保险业经营情况表_2023年03月保险业经营情况表.xlsx,2023年03月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_180,,180_2023年2月全国各地区原保险保费收入情况表_2023年02月全国各地区原保险保费收入情况表.xlsx,2023年02月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_181,,181_2023年2月人身险公司经营情况表_2023年02月人身险公司经营情况表.xlsx,2023年02月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_182,,182_2023年2月财产保险公司经营情况表_2023年02月财产保险公司经营情况表.xlsx,2023年02月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_183,,183_2023年2月保险业经营情况表_2023年02月保险业经营情况表.xlsx,2023年02月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_184,,184_2023年1月全国各地区原保险保费收入情况表_2023年01月全国各地区原保险保费收入情况表.xlsx,2023年01月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_185,,185_2023年1月人身险公司经营情况表_2023年01月人身险公司经营情况表.xlsx,2023年01月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_186,,186_2023年1月财产保险公司经营情况表_2023年01月财产保险公司经营情况表.xlsx,2023年01月财产保险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_187,,187_2023年1月保险业经营情况表_2023年01月保险业经营情况表.xlsx,2023年01月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_188,,188_2023年银保监会监管统计信息发布日程表_2023年监管统计信息披露日程、机构范围及指标解释.xls,2023年监管统计信息披露日程、机构范围及指标解释,,,监管统计数据,银保监会,,,监管统计,监管统计信息披露日程,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_189,,189_2022年银行业总资产、总负债（季度）_银行业金融机构资产负债情况表(法人).xlsx,银行业金融机构资产负债情况表(法人),,,监管统计数据,,,,监管统计,总资产,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_190,,190_2022年商业银行主要监管指标情况表（季度）_商业银行主要监管指标情况表(法人).xlsx,商业银行主要监管指标情况表(法人),,,监管统计数据,中国银行保险监督管理委员会,,,监管统计,商业银行主要监管指标,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_191,,191_2022年商业银行主要指标分机构类情况表（季度）_商业银行主要指标分机构类情况表(法人).xlsx,商业银行主要指标分机构类情况表(法人),,,监管统计数据,中国银行保险监督管理委员会,,,监管统计,商业银行主要指标分机构类,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_192,,192_2022年银行业金融机构普惠型小微企业贷款情况（季度）_银行业金融机构普惠型小微企业贷款情况表.xlsx,银行业金融机构普惠型小微企业贷款情况表,,,监管统计数据,中国银行保险监督管理委员会,,,监管统计,普惠型小微企业贷款,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_193,,193_2022年银行业金融机构保障性安居工程贷款情况表(季度)_银行业金融机构保障性安居工程贷款情况表.xlsx,银行业金融机构保障性安居工程贷款情况表,,,,,,,其他,,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_194,,194_2022年4季度保险业资金运用情况表_2022年四季度保险业资金运用情况表.xlsx,2022年四季度保险业资金运用情况表,,,监管统计数据,中国银行保险监督管理委员会,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_195,,195_2022年12月全国各地区原保险保费收入情况表_2022年12月全国各地区原保险保费收入情况表.xlsx,2022年12月全国各地区原保险保费收入情况表,,,监管统计数据,中国银行保险监督管理委员会,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_196,,196_2022年12月人身险公司经营情况表_2022年12月人身险公司经营情况表.xlsx,2022年12月人身险公司经营情况表,,,监管统计数据,中国银行保险监督管理委员会,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_197,,197_2022年12月财产保险公司经营情况表_2022年12月财产保险公司经营情况表.xlsx,2022年12月财产保险公司经营情况表,,,监管统计数据,中国银行保险监督管理委员会,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_198,,198_2022年12月保险业经营情况表_2022年12月保险业经营情况表.xlsx,2022年12月保险业经营情况表,,,监管统计数据,中国银行保险监督管理委员会,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_199,,199_2022年银行业总资产、总负债（月度）_总资产、总负债.xls,总资产、总负债,,,监管统计数据,中国银行保险监督管理委员会,,,监管统计,总资产、总负债,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_200,,200_2022年11月全国各地区原保险保费收入情况表_2022年11月全国各地区原保险保费收入情况表.xlsx,2022年11月全国各地区原保险保费收入情况表,,,监管统计数据,中国银行保险监督管理委员会,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_201,,201_2022年11月人身险公司经营情况表_2022年11月人身险公司经营情况表.xlsx,2022年11月人身险公司经营情况表,,,监管统计数据,中国银行保险监督管理委员会,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_202,,202_2022年11月财产保险公司经营情况表_2022年11月财产保险公司经营情况表.xlsx,2022年11月财产保险公司经营情况表,,,监管统计数据,中国银行保险监督管理委员会,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_203,,203_2022年11月保险业经营情况表_2022年11月保险业经营情况表.xlsx,2022年11月保险业经营情况表,,,监管统计数据,中国银行保险监督管理委员会,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_204,,204_2022年10月全国各地区原保险保费收入情况表_2022年10月全国各地区原保险保费收入情况表.xlsx,2022年10月全国各地区原保险保费收入情况表,,,监管统计数据,中国银行保险监督管理委员会,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_205,,205_2022年10月人身险公司经营情况表_2022年10月人身险公司经营情况表.xlsx,2022年10月人身险公司经营情况表,,,监管统计数据,中国银行保险监督管理委员会,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_206,,206_2022年10月财产保险公司经营情况表_2022年10月财产保险公司经营情况表.xlsx,2022年10月财产保险公司经营情况表,,,监管统计数据,中国银行保险监督管理委员会,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
