priority,priority_reasons,missing_fields,source_type,file_ext,doc_id,sha256,file_name,title,source_url,attachment_url,column,publisher,publish_date,doc_no,business_domain,regulatory_topic,source_site,version_status,effective_date,expiry_date,supersedes_doc_id,superseded_by_doc_id,version_group
2555,eval_hit:25;stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_002,,002_2026年2月全国各地区原保险保费收入情况表_2026年2月全国各地区原保险保费收入情况表.xls,2026年2月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
1475,eval_hit:14;regulation_text;missing_source;unknown_version;has_doc_no,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_398,,398_财政部办公厅_金融监管总局办公厅关于印发《银行函证工作操作指引》的通知_银行函证工作操作指引.pdf,银行函证工作操作指引,,,,金融监管总局办公厅、财政部办公厅、财政部,,财会〔2022〕39号,银行函证,函证,,unknown,,,,,
1275,eval_hit:12;regulation_text;missing_source;unknown_version;has_doc_no,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_397,,397_财政部办公厅_金融监管总局办公厅关于印发《银行函证工作操作指引》的通知_银行函证工作操作指引.docx,银行函证工作操作指引,,,,金融监管总局办公厅、财政部办公厅、财政部,,财会〔2022〕39号,银行函证,函证,,unknown,,,,,
1065,eval_hit:10;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_390,,390_国家金融监督管理总局关于印发银行保险机构数据安全管理办法的通知_附件：数据安全事件分级.doc,附件：数据安全事件分级,,,,国家金融监督管理总局,,,消费者权益保护,投诉,,unknown,,,,,
775,eval_hit:7;regulation_text;missing_source;unknown_version;has_doc_no,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_361,,361_2013年至2017年6月国内21家主要银行绿色信贷数据_绿色信贷统计信息披露说明-中文.pdf,绿色信贷统计信息披露说明-中文,,,,银监会,,银监办发〔2013〕185号,监管统计,统计,,unknown,,,,,
755,eval_hit:7;stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_012,,012_2025年商业银行主要监管指标情况表_2025年商业银行主要监管指标情况表.xls,2025年商业银行主要监管指标情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,商业银行主要监管指标,,unknown,,,,,
665,eval_hit:6;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_362,,362_2013年至2017年6月国内21家主要银行绿色信贷数据_21家国内主要银行绿色信贷统计数据汇总表（201306）CN.p.pdf,21家国内主要银行绿色信贷统计数据汇总表（201306）CN.p,,,,,,,监管统计,统计,,unknown,,,,,
665,eval_hit:6;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_363,,363_2013年至2017年6月国内21家主要银行绿色信贷数据_21家国内主要银行绿色信贷统计数据汇总表（201312）CN.p.pdf,21家国内主要银行绿色信贷统计数据汇总表（201312）CN.p,,,,,,,监管统计,统计,,unknown,,,,,
655,eval_hit:6;stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_001,,001_2026年银行业总资产、总负债（月度）_2026年银行业总资产、总负债（月度）.xls,2026年银行业总资产、总负债（月度）,,,监管统计数据,国家金融监督管理总局,,,监管统计,银行业总资产,,unknown,,,,,
455,eval_hit:4;stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_070,,070_2024年商业银行主要监管指标情况表（季度）_2024年商业银行主要监管指标情况表.xls,2024年商业银行主要监管指标情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,商业银行主要监管指标,,unknown,,,,,
355,eval_hit:3;stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_003,,003_2026年2月人身险公司经营情况表_2026年2月人身险公司经营情况表.xls,2026年2月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
255,eval_hit:2;stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_004,,004_2026年2月财产险公司经营情况表_2026年2月财产险公司经营情况表.xls,2026年2月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
255,eval_hit:2;stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_007,,007_2026年1月人身险公司经营情况表_2026年1月人身险公司经营情况表.xls,2026年1月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
255,eval_hit:2;stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_008,,008_2026年1月财产险公司经营情况表_2026年1月财产险公司经营情况表.xls,2026年1月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
180,eval_hit:1;regulation_text;missing_source;unknown_version;has_doc_no;has_publish_date,source_url;attachment_url;source_site;version_status;version_group;effective_date,pdf,.pdf,nfra_389,,389_国家金融监督管理总局关于印发《金融机构非集中清算衍生品交易保证金管理办法》的通知_国家金融监督管理总局关于印发《金融机构非集中清算衍生品交易保证金.pdf,国家金融监督管理总局关于印发《金融机构非集中清算衍生品交易保证金,,,,国家金融监督管理总局,2024-12-30,金规〔2024〕25号,资本管理,资本,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_364,,364_2013年至2017年6月国内21家主要银行绿色信贷数据_21家国内主要银行绿色信贷统计数据汇总表（201406）CN.p.pdf,21家国内主要银行绿色信贷统计数据汇总表（201406）CN.p,,,,,,,监管统计,统计,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_365,,365_2013年至2017年6月国内21家主要银行绿色信贷数据_21家国内主要银行绿色信贷统计数据汇总表（201412）CN.p.pdf,21家国内主要银行绿色信贷统计数据汇总表（201412）CN.p,,,,,,,监管统计,统计,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_366,,366_2013年至2017年6月国内21家主要银行绿色信贷数据_21家国内主要银行绿色信贷统计数据汇总表（201506）CN.p.pdf,21家国内主要银行绿色信贷统计数据汇总表（201506）CN.p,,,,,,,监管统计,统计,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_367,,367_2013年至2017年6月国内21家主要银行绿色信贷数据_21家国内主要银行绿色信贷统计数据汇总表（201512）CN.p.pdf,21家国内主要银行绿色信贷统计数据汇总表（201512）CN.p,,,,,,,监管统计,统计,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_368,,368_2013年至2017年6月国内21家主要银行绿色信贷数据_21家国内主要银行绿色信贷统计数据汇总表（201606）CN.p.pdf,21家国内主要银行绿色信贷统计数据汇总表（201606）CN.p,,,,,,,监管统计,统计,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_369,,369_2013年至2017年6月国内21家主要银行绿色信贷数据_21家国内主要银行绿色信贷统计数据汇总表（201612）CN.p.pdf,21家国内主要银行绿色信贷统计数据汇总表（201612）CN.p,,,,,,,监管统计,统计,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_370,,370_2013年至2017年6月国内21家主要银行绿色信贷数据_21家国内主要银行绿色信贷统计数据汇总表（201706）CN.p.pdf,21家国内主要银行绿色信贷统计数据汇总表（201706）CN.p,,,,,,,监管统计,统计,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_373,,373_2015中国保险市场年报（中文)_2015中国保险市场年报（中文).pdf,2015中国保险市场年报（中文),,,,国务院,,,风险管理,风险管理,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_385,,385_国家金融监督管理总局关于印发《保险公司资本保证金管理办法》的通知_附件：保险公司资本保证金处置情况报告表.doc,附件：保险公司资本保证金处置情况报告表,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_386,,386_国家金融监督管理总局_国家知识产权局_国家版权局关于印发《知识产权金融生态综合试点工作方案》的通知_知识产权金融生态综合试点工作方案.pdf,知识产权金融生态综合试点工作方案,,,,国家金融监督管理总局、国务院,,,绿色金融,绿色金融,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_387,,387_国家金融监督管理总局办公厅_关于印发《保险集团集中度风险监管指引》的通知_附件1：集中度风险指标统计表.doc,附件1：集中度风险指标统计表,,,,国家金融监督管理总局,,,监管统计,统计,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_388,,388_国家金融监督管理总局办公厅_关于印发《保险集团集中度风险监管指引》的通知_附件2：集中度风险管理情况报告内容.doc,附件2：集中度风险管理情况报告内容,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_392,,392_国家金融监督管理总局关于_印发商业银行实施资本计量高级方法_申请及验收规定的通知_附件：商业银行实施资本计量高级方法验收材料清单.doc,附件：商业银行实施资本计量高级方法验收材料清单,,,,国家金融监督管理总局,,,监管统计,报表,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_393,,393_国家金融监督管理总局_关于印发金融机构涉刑案件管理办法的通知_报告模板.doc,报告模板,,,,国家金融监督管理总局,,,其他,,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_399,,399_国家金融监督管理总局_关于印发非银行金融机构行政许可事项_申请材料目录及格式要求的通知_非银行金融机构行政许可事项申请材料目录及格式要求（2023年版）.pdf,非银行金融机构行政许可事项申请材料目录及格式要求（2023年版）,,,,国家金融监督管理总局,,,行政许可,行政许可,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_400,,400_商业银行资本管理办法_附件1：资本工具合格标准.docx,附件1：资本工具合格标准,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_401,,401_商业银行资本管理办法_附件2：信用风险权重法风险暴露分类标准.docx,附件2：信用风险权重法风险暴露分类标准,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_402,,402_商业银行资本管理办法_附件4：信用风险内部评级法风险暴露分类标准.docx,附件4：信用风险内部评级法风险暴露分类标准,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_403,,403_商业银行资本管理办法_附件5：信用风险内部评级体系监管要求.docx,附件5：信用风险内部评级体系监管要求,,,,,,,资本管理,资本,,unknown,,,,,
165,eval_hit:1;regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_404,,404_商业银行资本管理办法_附件6：信用风险内部评级法风险加权资产计量规则.docx,附件6：信用风险内部评级法风险加权资产计量规则,,,,,,,资本管理,资本,,unknown,,,,,
80,regulation_text;missing_source;unknown_version;has_doc_no;has_publish_date,source_url;attachment_url;source_site;version_status;version_group;effective_date,pdf,.pdf,nfra_435,,435_中国银保监会关于印发商业银行预期信用损失法实施管理办法的通知_中国银保监会关于印发商业银行预期信用损失法实施管理办法的通知.p.pdf,中国银保监会关于印发商业银行预期信用损失法实施管理办法的通知.p,,,,中国银保监会、银保监会,2022-05-13,银保监规〔2022〕10号,风险管理,风险管理,,unknown,,,,,
80,regulation_text;missing_source;unknown_version;has_doc_no;has_publish_date,source_url;attachment_url;source_site;version_status;version_group;effective_date,pdf,.pdf,nfra_495,,495_中国银保监会办公厅关于_印发意外伤害保险业务监管办法的通知_中国银保监会办公厅关于印发意外伤害保险业务监管办法的通知.pdf,中国银保监会办公厅关于印发意外伤害保险业务监管办法的通知,,,,中国银保监会、银保监会,2021-10-13,银保监办发〔2021〕106号,其他,,,unknown,,,,,
75,regulation_text;missing_source;unknown_version;has_doc_no,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_458,,458_中国银保监会关于精简保险资金运用监管报告事项的通知_附件1.docx,附件1,,,,中国银保监会、银保监会,,保监发〔2003〕6号,监管统计,报表,,unknown,,,,,
75,regulation_text;missing_source;unknown_version;has_doc_no,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_459,,459_中国银保监会关于精简保险资金运用监管报告事项的通知_附件2.docx,附件2,,,,中国银保监会、银保监会,,保监发〔2012〕59号,风险管理,风险管理,,unknown,,,,,
75,regulation_text;missing_source;unknown_version;has_doc_no,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_492,,492_中国银保监会办公厅关于精简保险资产管理公司监管报告事项的通知_附件1：取消的监管报告事项.docx,附件1：取消的监管报告事项,,,,中国银保监会、银保监会,,保监发〔2003〕6号,监管统计,统计,,unknown,,,,,
75,regulation_text;missing_source;unknown_version;has_doc_no,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_493,,493_中国银保监会办公厅关于精简保险资产管理公司监管报告事项的通知_附件2：合并的监管报告事项.docx,附件2：合并的监管报告事项,,,,中国银保监会、银保监会,,保监发〔2008〕58号,反洗钱,反洗钱,,unknown,,,,,
75,regulation_text;missing_source;unknown_version;has_doc_no,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_494,,494_中国银保监会办公厅关于精简保险资产管理公司监管报告事项的通知_附件3：整合报送时间的监管报告事项.docx,附件3：整合报送时间的监管报告事项,,,,中国银行保险监督管理委员会、中国银保监会、银保监会,,保监发〔2008〕58号,其他,,,unknown,,,,,
70,regulation_text;missing_source;unknown_version;has_publish_date,source_url;attachment_url;source_site;version_status;version_group;effective_date,word,.doc,nfra_434,,434_企业集团财务公司管理办法_企业集团财务公司管理办法.doc,企业集团财务公司管理办法,,,,中国银行保险监督管理委员会、银保监会,2022-10-13,,资本管理,资本,,unknown,,,,,
70,regulation_text;missing_source;unknown_version;has_publish_date,source_url;attachment_url;source_site;version_status;version_group;effective_date,pdf,.pdf,nfra_497,,497_中国银保监会关于修订_《保险公司偿付能力监管规则_——问题解答第1号：偿付能力监管_等效框架协议过渡期内的香港地区_再保险交易对手违约风险因子》的通知_保险公司偿付能力监管规则——问题解答第1号：偿付能力监管等效框架.pdf,保险公司偿付能力监管规则——问题解答第1号：偿付能力监管等效框架,,,,中国银行保险监督管理委员会、中国银保监会、银保监会,2017-05-16,,资本管理,偿付能力,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_374,,374_2015中国保险市场年报（英文）_2015中国保险市场年报（英文）.pdf,2015中国保险市场年报（英文）,,,,,,,其他,,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_396,,396_消费金融公司管理办法_消费金融公司管理办法.doc,消费金融公司管理办法,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_405,,405_商业银行资本管理办法_附件8：信用风险内部评级法专业贷款风险加权资产计量规则.docx,附件8：信用风险内部评级法专业贷款风险加权资产计量规则,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_406,,406_商业银行资本管理办法_附件10：中央交易对手风险暴露资本计量规则.docx,附件10：中央交易对手风险暴露资本计量规则,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_407,,407_商业银行资本管理办法_附件11：资产证券化风险加权资产计量规则.docx,附件11：资产证券化风险加权资产计量规则,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_408,,408_商业银行资本管理办法_附件12：资产管理产品风险加权资产计量规则.docx,附件12：资产管理产品风险加权资产计量规则,,,,,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_409,,409_商业银行资本管理办法_附件13：账簿划分和名词解释.docx,附件13：账簿划分和名词解释,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_410,,410_商业银行资本管理办法_附件15：市场风险内部模型法监管要求.docx,附件15：市场风险内部模型法监管要求,,,,,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_411,,411_商业银行资本管理办法_附件16：市场风险简化标准法计量规则.docx,附件16：市场风险简化标准法计量规则,,,,国家金融监督管理总局、中国人民银行,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_412,,412_商业银行资本管理办法_附件17：信用估值调整风险加权资产计量规则.docx,附件17：信用估值调整风险加权资产计量规则,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_413,,413_商业银行资本管理办法_附件18：操作风险资本计量监管要求.docx,附件18：操作风险资本计量监管要求,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_414,,414_商业银行资本管理办法_附件19：调整后表内外资产余额计算方法.docx,附件19：调整后表内外资产余额计算方法,,,,国家金融监督管理总局、中国人民银行,,,监管统计,总资产,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_415,,415_商业银行资本管理办法_附件20：商业银行风险评估标准.doc,附件20：商业银行风险评估标准,,,,,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_416,,416_商业银行资本管理办法_附件21：资本计量高级方法监督检查.docx,附件21：资本计量高级方法监督检查,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_417,,417_商业银行资本管理办法_附件22：商业银行信息披露内容和要求.docx,附件22：商业银行信息披露内容和要求,,,,,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_418,,418_商业银行资本管理办法_附件24：资本计量高级方法验证要求.docx,附件24：资本计量高级方法验证要求,,,,国家金融监督管理总局,,,监管统计,统计,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_419,,419_商业银行资本管理办法_附件25：外部评级使用规范.doc,附件25：外部评级使用规范,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_420,,420_商业银行资本管理办法_附件9：交易对手信用风险加权资产计量规则.docx,附件9：交易对手信用风险加权资产计量规则,,,,,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_421,,421_商业银行资本管理办法_附件7：信用风险内部评级法风险缓释监管要求.docx,附件7：信用风险内部评级法风险缓释监管要求,,,,,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_422,,422_商业银行资本管理办法_附件3：信用风险权重法表内资产风险权重、表外项目信用转换系数及合.docx,附件3：信用风险权重法表内资产风险权重、表外项目信用转换系数及合,,,,,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_423,,423_商业银行资本管理办法_附件14：市场风险标准法计量规则.docx,附件14：市场风险标准法计量规则,,,,,,,监管统计,报表,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_424,,424_商业银行资本管理办法_附件23：第三档商业银行资本监管规定.docx,附件23：第三档商业银行资本监管规定,,,,国家金融监督管理总局,,,资本管理,资本,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_425,,425_国家金融监督管理总局关于促进金融租赁公司规范经营和合规管理的通知_附件：关于融资租赁业务统计口径的说明.doc,附件：关于融资租赁业务统计口径的说明,,,,国家金融监督管理总局,,,监管统计,统计,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_426,,426_国家金融监督管理总局_中国人民银行_中国证券监督管理委员会_国家互联网信息办公室_国家外汇管理局关于规范货币经纪公司数据服务有关事项的通知_附件1：货币经纪公司提供数据标准.doc,附件1：货币经纪公司提供数据标准,,,,国家金融监督管理总局、中国人民银行,,,风险管理,风险管理,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_428,,428_国家金融监督管理总局_中国人民银行_中国证券监督管理委员会_国家互联网信息办公室_国家外汇管理局关于规范货币经纪公司数据服务有关事项的通知_附件3-1：货币经纪公司提供数据服务协议框架（金融基础设施版）.doc,附件3-1：货币经纪公司提供数据服务协议框架（金融基础设施版）,,,,国家金融监督管理总局、中国人民银行,,,其他,,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_429,,429_国家金融监督管理总局_中国人民银行_中国证券监督管理委员会_国家互联网信息办公室_国家外汇管理局关于规范货币经纪公司数据服务有关事项的通知_附件3-2：货币经纪公司提供数据服务协议框架（金融信息服务商版）.doc,附件3-2：货币经纪公司提供数据服务协议框架（金融信息服务商版）,,,,国家金融监督管理总局、中国人民银行,,,行政许可,准入,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,pdf,.pdf,nfra_430,,430_中国银保监会关于印发中资商业银行行政许可事项申请材料_目录及格式要求的通知_附件：中资商业银行行政许可事项申请材料目录及格式要求（2023年.pdf,附件：中资商业银行行政许可事项申请材料目录及格式要求（2023年,,,,中国银保监会、银保监会,,,行政许可,行政许可,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_431,,431_中国银保监会关于规范信托公司信托业务分类的通知_附件1：信托公司信托业务具体分类要求.doc,附件1：信托公司信托业务具体分类要求,,,,中国银保监会、银保监会,,,其他,,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_432,,432_中国银保监会关于规范信托公司信托业务分类的通知_附件2：信托公司信托业务新分类简表.doc,附件2：信托公司信托业务新分类简表,,,,中国银保监会、银保监会,,,其他,,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_433,,433_中国银保监会关于印发商业银行和理财公司个人养老金业务管理暂行办法的通知_附件-首批开办个人养老金业务的机构名单.docx,附件-首批开办个人养老金业务的机构名单,,,,中国银保监会、银保监会,,,其他,,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_443,,443_中国银保监会关于印发_保险公司非寿险业务准备金管理办法_实施细则（1—7号）的通知_细则第6号附件1.准备金报表填表说明.doc,细则第6号附件1.准备金报表填表说明,,,,中国银保监会、银保监会,,,监管统计,报表,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_447,,447_中国银保监会关于印发_保险公司非寿险业务准备金管理办法_实施细则（1—7号）的通知_细则第6号附件5.数据真实性声明书.doc,细则第6号附件5.数据真实性声明书,,,,中国银保监会、银保监会,,,其他,,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_448,,448_中国银保监会关于印发_保险公司非寿险业务准备金管理办法_实施细则（1—7号）的通知_细则第6号附件6.总精算师声明书及精算意见.doc,细则第6号附件6.总精算师声明书及精算意见,,,,中国银保监会、银保监会,,,其他,,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_451,,451_中国银保监会关于印发融资租赁公司非现场监管规程的通知_附件1.doc,附件1,,,,中国银保监会、银保监会,,,监管统计,统计,,unknown,,,,,
